round_epochs,val_loss,val_acc,loss,acc,optimizer
20,0.14553251738653053,0.9685847861629328,0.15249694729410723,0.9621829564536413,adam
20,0.15804367957364865,0.961268908545406,0.2417735350384513,0.9342027082041218,sgd
20,0.18230095600850627,0.958625356803356,0.2699310582908758,0.935773865363527,rmsprop
20,0.13682332846199682,0.9684618263905388,0.123740727497497,0.9679142625773133,adadelta
